wpid,userid,register,death,first_edit_type3,before_time_span,before_ave_sizediff,before_article_sizediff,before_unique_articles,before_article_count,before_edit_count,before_talk_count,before_user_count,before_usertalk_count,after_time_span,after_ave_sizediff,after_article_sizediff,after_unique_articles,after_article_count,after_edit_count,after_talk_count,after_user_count,after_usertalk_count,event.x,first_edit_type3,label,first_edit,from_event,transitivity,betweenness,betweenness_norm,closeness,closeness_norm,degree,degree_norm,Indegree,Indegree_norm,Outdegree,Outdegree_norm,weighted_degree,weighted_Indegree,weighted_Outdegree,eigen,event
Skubydoo,26373160,9/28/15,1,3,27,414.0342356,428.7391528,26,27,28,0,0,1,273,233.4997006,233.4997006,24,78,78,0,0,0,BLM,3,Skubydoo,3,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,1.25E-05,BLM
Snd0,21602800,6/12/14,1,2,24,245.4161554,224.5991016,5,25,48,12,1,1,568,305.7201014,120.3991973,9,15,93,63,4,8,ebola,2,Snd0,2,1,NA,0,0,2.53E-07,0.000502513,1,0.000502513,0,0,1,0.000502513,1,0,1,0,ebola
Soccer addict980,21781730,7/8/14,1,1,0,-2.333255558,-2.333255558,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Soccer addict980,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Some of everything,25593358,6/24/15,0,2,29,325.6096176,274.5187028,22,52,59,3,1,3,812,134.0913738,141.555121,137,544,558,9,0,5,BLM,2,Some of everything,2,1,0,1,2.53E-07,2.53E-07,0.000502512,2,0.001005025,1,0.000502513,1,0.000502513,4,1,3,0,BLM
Somuchstuffismeta,24975166,4/27/15,1,1,0,57.99935556,57.99935556,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Somuchstuffismeta,1,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,BLM
Sos edelbi23,21606501,6/12/14,1,1,0,33.99660034,33.99660034,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Sos edelbi23,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Spanzi,21613175,6/13/14,1,1,0,-0.99990001,-0.99990001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Spanzi,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Stamboliyski,22271376,8/20/14,1,2,30,747.1234538,1216.429905,90,123,210,24,25,4,1074,527.8129475,730.1071898,453,727,1139,75,103,28,BLM,2,Stamboliyski,2,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,3,3,0,0,BLM
Starstr,22661304,9/26/14,1,1,29,461.5292195,511.188451,45,472,546,35,0,17,97,302.7517928,311.9562254,30,252,262,0,0,5,ebola,1,Starstr,1,1,0.03030303,6340,0.001601775,2.61E-07,0.000519164,12,0.006030151,9,0.004522613,3,0.001507538,44,40,4,0.000310812,ebola
StealthyJoker85,23377551,12/3/14,1,2,22,197.0662287,201.5449965,33,44,45,0,1,0,26,25.6152861,25.6152861,21,26,26,0,0,0,BLM,2,StealthyJoker85,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
StjJackson,25806245,7/19/15,0,1,30,51.85911841,52.34302749,118,137,142,0,1,0,791,38.47484605,36.93409857,3181,4264,4572,16,109,4,BLM,1,StjJackson,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Superjonboy01,21561671,6/5/14,1,2,0,0,0,1,1,1,0,0,0,525,724.3091897,86.99565022,2,2,3,0,1,0,FIFA,2,Superjonboy01,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Swaggyswig,22957991,10/25/14,1,2,0,0,0,0,0,0,0,0,0,2,9.499525024,9.499525024,2,2,2,0,0,0,ebola,2,Swaggyswig,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Sweglife,25536757,6/19/15,1,1,0,-9.9990001,-9.9990001,1,1,1,0,0,0,0,2.99970003,2.99970003,1,1,1,0,0,0,BLM,1,Sweglife,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Swukus,21746033,7/2/14,1,1,0,220.4944876,220.4944876,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Swukus,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Tbnaff,22853047,10/15/14,1,1,0,194.9902505,194.9902505,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Tbnaff,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Teryuslimmy45,26890387,11/25/15,1,1,0,512.3162561,512.3162561,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Teryuslimmy45,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Thankcleat,22223958,8/16/14,1,2,14,-447.4511318,-546.7618165,13,80,93,12,1,0,0,0,0,0,0,0,0,0,0,ebola,2,Thankcleat,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
The Replicator,21637138,6/17/14,0,1,26,18.31371352,12.51850925,16,135,153,6,3,0,1150,138.3725875,132.0922383,482,9497,11353,209,428,207,FIFA,1,The Replicator,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
TheAGamer,21600093,6/11/14,1,3,28,88.2719248,1.33328889,2,3,11,0,8,0,15,109.9277862,58.99950834,7,12,14,0,2,0,FIFA,3,TheAGamer,3,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,6,6,0,0,FIFA
Theleo1234,23847471,1/20/15,1,2,0,-33.99830008,-33.99830008,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,2,Theleo1234,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
TheMrKlWl,21730941,6/30/14,1,1,0,228.4885756,228.4885756,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,TheMrKlWl,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
ThurstonHowell3rd,24435954,3/15/15,1,2,18,-137.7847301,-359.3293408,5,9,14,1,2,2,318,234.2875238,65.15334497,8,13,66,37,0,2,BLM,2,ThurstonHowell3rd,2,1,0,513,0.000129607,3.39E-07,0.00067451,2,0.001005025,1,0.000502513,1,0.000502513,3,1,2,0,BLM
Tiger7890,24844794,4/19/15,0,3,30,333.8678837,207.5089023,79,110,356,11,51,131,859,621.7191183,727.3788651,447,628,1613,25,86,669,BLM,3,Tiger7890,3,1,0,20,5.05E-06,2.55E-07,0.000507353,15,0.007537688,1,0.000502513,14,0.007035176,26,2,24,0,BLM
Tiggahuhot,23379425,12/4/14,1,1,0,16.99830017,16.99830017,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Tiggahuhot,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,BLM
Tjl2051,21937009,7/27/14,1,2,29,87.61978031,85.23469928,114,311,313,0,0,2,812,48.39994905,48.39994905,66,95,95,0,0,0,ebola,2,Tjl2051,2,1,0,476,0.000120259,2.53E-07,0.000503524,6,0.003015075,4,0.00201005,2,0.001005025,8,6,2,0.000196461,ebola
Tlpinto1,21875037,7/20/14,1,1,0,37.99962,37.99962,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Tlpinto1,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Tobyasds,21823208,7/13/14,1,1,0,942.9057094,942.9057094,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Tobyasds,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Toks3257,22354476,8/28/14,1,2,24,27.87988848,27.87988848,15,25,25,0,0,0,660,335.1570127,501.8693488,18,31,38,0,1,6,ebola,2,Toks3257,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.001264819,ebola
Trees are more important than people,25088381,5/6/15,1,3,0,337.3220893,317.9682032,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,BLM,3,Trees are more important than people,3,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Tritzim,23051773,11/3/14,1,1,9,60.66464451,60.66464451,2,3,3,0,0,0,256,52.87477969,18.31238555,4,16,24,1,2,5,ebola,1,Tritzim,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,ebola
Ttextt,24719872,4/10/15,1,1,4,830.6528225,947.1810564,1,5,6,0,1,0,0,-210.9789021,0,0,0,1,0,1,0,BLM,1,Ttextt,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Tuanminh01,21609933,6/13/14,0,3,26,87.51259612,86.61262383,13,31,39,3,5,0,1179,2589.311465,207.9365731,599,899,2725,24,25,1741,FIFA,3,Tuanminh01,3,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
TwinTowers911,25800157,7/18/15,1,1,0,5.99940006,5.99940006,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,TwinTowers911,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Ulubeyli,22139134,8/9/14,1,1,1,131.9973601,131.9973601,5,5,5,0,0,0,83,273.8287695,296.9940601,4,5,6,0,0,1,ebola,1,Ulubeyli,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
UnionJaren,24680355,4/7/15,1,2,27,27.0998645,24.26650489,12,15,20,0,5,0,7,16.71422602,2.181808265,8,22,28,0,5,0,BLM,2,UnionJaren,2,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,3,3,0,0,BLM
Username041313,24975002,4/27/15,1,1,0,-31.99680032,-31.99680032,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Username041313,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Vanished user 9j34rnfjemnrjnasj4,21556758,6/5/14,1,2,30,141.084507,160.2721674,88,191,343,52,6,21,139,395.2553485,247.7042277,580,1437,5181,557,658,932,FIFA,2,Vanished user 9j34rnfjemnrjnasj4,2,1,0,65,1.64E-05,2.54E-07,0.00050556,16,0.008040201,5,0.002512563,11,0.005527638,30,14,16,2.42E-05,FIFA
Vaselineeeeeeee,21345908,5/7/14,0,1,20,-136.3732953,-136.3732953,7,8,8,0,0,0,1219,103.1080126,69.08947211,3663,24488,29552,841,735,2094,FIFA,1,Vaselineeeeeeee,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Velojareal,26742571,11/8/15,1,2,30,196.1140056,22.10514682,7,19,70,37,8,6,23,282.99717,35.99820009,2,2,10,8,0,0,BLM,2,Velojareal,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
VeNeMousKAT,22008334,8/2/14,1,2,30,768.9998856,937.7104561,176,211,672,0,148,279,955,1112.912912,1293.408292,65,105,185,1,6,68,ebola,2,VeNeMousKAT,2,1,0,2717,0.000686439,2.55E-07,0.000507868,37,0.018592965,17,0.008542714,20,0.010050251,86,39,47,0.000331966,BLM
VeniVidiVici476,22423485,9/3/14,1,1,0,0,0,0,0,0,0,0,0,316,949.648045,5.238070295,10,21,23,0,2,0,ebola,1,VeniVidiVici476,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Veracity134,23636100,12/30/14,1,1,0,13.99860014,13.99860014,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Veracity134,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Vicoskachaa,21607982,6/12/14,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Vicoskachaa,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Vkhoury,21836170,7/15/14,1,1,0,98.99010099,98.99010099,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Vkhoury,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
W12345I,23151077,11/12/14,1,1,0,74.99906251,74.99906251,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,W12345I,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Wa71la,22109672,8/7/14,1,1,0,48.99755012,48.99755012,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Wa71la,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Walfin,23402834,12/6/14,1,1,0,95.99520024,-1.99980002,1,1,2,1,0,0,0,238.9880506,238.9880506,1,2,2,0,0,0,BLM,1,Walfin,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Walifa Waqar,23483832,12/14/14,1,2,0,8.454468596,8.454468596,7,11,11,0,0,0,421,238.1952361,238.1952361,2,5,5,0,0,0,ebola,2,Walifa Waqar,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
Walsh8157,24505878,3/22/15,1,1,0,196.980302,196.980302,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Walsh8157,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
We43ff21,26764488,11/11/15,0,3,20,277.1828714,253.1715408,7,29,60,19,9,3,612,233.4961084,233.4961084,3,6,6,0,0,0,BLM,3,We43ff21,3,1,0,0,0,2.53E-07,0.000502765,2,0.001005025,0,0,2,0.001005025,2,0,2,0,BLM
WebSurfer01,23379546,12/4/14,1,1,0,-12.99870013,-12.99870013,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,WebSurfer01,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
White Arabian Filly,26780745,11/12/15,0,3,30,127.6768862,36.97385276,462,1071,1597,94,136,166,675,89.45944328,90.39167312,2275,7639,13919,1851,1368,1877,BLM,3,White Arabian Filly,3,1,0,10151,0.002564608,3.36E-07,0.000668617,70,0.035175879,10,0.005025126,60,0.030150754,154,35,119,1,BLM
WickedTurth,23571975,12/23/14,1,1,4,523.7456355,737.560892,3,7,12,3,1,1,0,0,0,0,0,0,0,0,0,BLM,1,WickedTurth,1,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,4,4,0,0,BLM
Wikimarcel2002,23824712,1/18/15,1,1,0,0,0,0,0,0,0,0,0,63,29.39941201,29.39941201,2,5,5,0,0,0,ebola,1,Wikimarcel2002,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Wikimaster2525,22708031,9/30/14,1,1,0,129.4935253,129.4935253,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Wikimaster2525,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Wikipedianeedseditting,22675187,9/27/14,1,1,0,826.3057898,826.3057898,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Wikipedianeedseditting,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,ebola
Wikipedianorthernireland,22857347,10/15/14,1,2,28,0.249997917,0.249997917,9,12,12,0,0,0,623,-4.199979,-4.199979,14,20,20,0,0,0,ebola,2,Wikipedianorthernireland,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
Wikipuser777,22078499,8/5/14,1,2,23,463.1525886,181.3329304,19,45,98,1,10,26,476,6.833219446,-3.749906252,3,4,6,0,2,0,BLM,2,Wikipuser777,2,1,0,126,3.18E-05,2.54E-07,0.000505816,21,0.010552764,7,0.003517588,14,0.007035176,34,11,23,0,BLM
Wikitesh Thapa,21711139,6/28/14,1,2,0,0,0,0,0,0,0,0,0,18,29.79940401,29.79940401,4,5,5,0,0,0,ebola,2,Wikitesh Thapa,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Wikiwang8,23577638,12/24/14,1,2,14,56.24859379,56.24859379,2,4,4,0,0,0,0,0.499975001,0.499975001,1,2,2,0,0,0,ebola,2,Wikiwang8,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
WilleHelm,22634215,9/23/14,1,2,14,61.66461118,61.66461118,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,ebola,2,WilleHelm,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
WillSchenk,23334859,11/30/14,1,2,0,75.99620019,75.99620019,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,BLM,2,WillSchenk,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
WolverhmptonLad01,25232934,5/19/15,1,2,29,60.78528011,60.78528011,4,14,14,0,0,0,359,15.44825811,14.15114634,12,86,87,0,1,0,ebola,2,WolverhmptonLad01,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Wrsa,21960546,7/30/14,1,3,10,2.00465023,11.62726216,89,110,215,10,1,1,0,0,0,0,0,0,0,0,0,ebola,3,Wrsa,3,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,2.03E-07,ebola
Wulframm Rolf,25599093,6/25/15,1,1,12,72.99817505,72.99817505,3,4,4,0,0,0,0,-3.99960004,-3.99960004,1,1,1,0,0,0,BLM,1,Wulframm Rolf,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Wwhitbyiv,25245419,5/20/15,1,1,2,75.33283111,75.33283111,2,15,15,0,0,0,268,201.297987,201.297987,8,10,10,0,0,0,ebola,1,Wwhitbyiv,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Wybulldog,22287595,8/22/14,1,1,20,52.99823339,52.99823339,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Wybulldog,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Wyqy,22685997,9/28/14,1,1,0,203.4898255,147.9852015,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,ebola,1,Wyqy,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
XavierItzm,22888068,10/18/14,0,1,19,392.60893,432.1222992,4,16,18,0,0,2,1041,459.6050016,434.2729374,315,1524,2590,850,12,94,ebola,1,XavierItzm,1,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0.000195261,BLM
Xboxy,21615116,6/13/14,1,1,1,11.49942503,11.49942503,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Xboxy,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
XcoIu,21617654,6/14/14,1,1,0,95.99040096,95.99040096,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,XcoIu,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Xqxf,22765172,10/6/14,1,1,17,105.8937735,23.13882361,63,461,612,91,5,26,0,0,0,0,0,0,0,0,0,ebola,1,Xqxf,1,1,0,873,0.00022056,2.54E-07,0.00050454,14,0.007035176,5,0.002512563,9,0.004522613,28,14,14,0.000246882,ebola
Xstokenmen,21602446,6/11/14,1,1,0,51.99480052,51.99480052,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Xstokenmen,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
XxMorningXxXStarxX,24410372,3/13/15,1,1,0,-12.99870013,-12.99870013,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,XxMorningXxXStarxX,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Xxxebloadubnusxxx,23436940,12/9/14,1,1,0,23.99760024,23.99760024,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Xxxebloadubnusxxx,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
Yankeekid13,23376982,12/3/14,1,1,0,16.99830017,16.99830017,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Yankeekid13,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Yellow Dingo,23215288,11/18/14,1,3,20,386.897899,504.196308,80,122,304,49,51,36,179,388.800668,218.1803209,2001,3111,8624,785,1343,672,ebola,3,Yellow Dingo,3,1,0,195,4.93E-05,2.59E-07,0.000514905,13,0.006532663,4,0.00201005,9,0.004522613,21,6,15,2.15E-05,ebola
Yessy1205,21753789,7/3/14,1,1,1,76.1814719,5.687464453,4,16,22,0,2,4,0,0,0,0,0,0,0,0,0,FIFA,1,Yessy1205,1,1,0,12,3.03E-06,2.53E-07,0.000502512,3,0.001507538,2,0.001005025,1,0.000502513,7,4,3,0,FIFA
Yogo770,23068686,11/4/14,1,1,11,51.44809845,41.11983552,8,25,29,3,0,1,225,5.749928126,58.33236113,5,6,8,0,0,0,ebola,1,Yogo770,1,1,0,1,2.53E-07,2.53E-07,0.000502513,2,0.001005025,1,0.000502513,1,0.000502513,2,1,1,0,ebola
Youareagrt,24523851,3/24/15,1,2,0,33.49916252,41.99860005,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,BLM,2,Youareagrt,2,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,BLM
Yunghomiek,25561760,6/21/15,1,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Yunghomiek,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
ZeFreightTrain,25764360,7/14/15,1,2,10,-3.333222226,-3.333222226,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,BLM,2,ZeFreightTrain,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Zexcoiler Kingbolt,26896767,11/26/15,1,1,14,388.0332406,-64.33118896,3,3,59,0,34,19,108,540.8157236,-23.99760024,1,1,22,2,13,4,BLM,1,Zexcoiler Kingbolt,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0.002798827,BLM